VBELN,ERDAT,AUART,VKORG,VTWEG,SPART,KUNNR,NETWR,WAERK,STATUS
4500001429,2026-02-13,OR,2000,20,02,0000100046,6435.66,USD,Billed
4500001430,2025-10-29,OR,3000,20,00,0000100156,456.75,USD,Billed
4500001431,2025-12-19,RE,1000,12,00,0000100058,547.95,USD,Billed
4500001432,2025-05-03,OR,1000,10,01,0000100116,622.87,USD,Billed
4500001433,2025-06-22,OR,1000,20,00,0000100058,6809.49,USD,Billed
4500001434,2026-02-26,OR,3000,12,02,0000100053,10887.94,USD,Billed
4500001435,2025-02-19,OR,1000,20,02,0000100068,2683.22,USD,Billed
4500001436,2024-12-22,RE,3000,12,00,0000100133,2901.89,USD,Billed
4500001437,2026-07-01,OR,1000,20,00,0000100176,1637.96,USD,Billed
4500001438,2025-03-14,OR,2000,12,02,0000100034,1438.66,USD,Billed
4500001439,2025-01-12,OR,3000,20,02,0000100170,670.68,USD,Billed
4500001440,2025-11-03,OR,3000,20,01,0000100127,258.86,USD,Billed
4500001441,2025-01-23,OR,1000,20,02,0000100109,7147.47,USD,Billed
4500001442,2025-03-13,OR,1000,20,00,0000100179,514.91,USD,Billed
4500001443,2025-03-04,CS,3000,12,00,0000100063,1335.2,USD,Cancelled
4500001444,2025-09-26,OR,2000,20,02,0000100007,1965.43,USD,Billed
4500001445,2026-04-30,OR,1000,10,02,0000100115,596.0,USD,Billed
4500001446,2026-02-07,OR,1000,20,01,0000100055,95.52,USD,Billed
4500001447,2025-02-02,OR,3000,12,00,0000100106,3733.31,USD,Cancelled
4500001448,2025-08-13,OR,2000,12,00,0000100002,2110.63,USD,Billed
4500001449,2024-12-05,OR,2000,20,00,0000100077,1119.51,USD,Billed
4500001450,2025-05-12,RE,3000,20,02,0000100070,22.76,USD,Billed
4500001451,2026-03-09,ZOR,1000,10,00,0000100043,1016.68,USD,Billed
4500001452,2026-04-30,OR,2000,20,00,0000100156,133.57,USD,Billed
4500001453,2025-08-30,OR,1000,12,02,0000100038,307.84,USD,Billed
4500001454,2025-11-09,OR,3000,10,00,0000100151,557.49,USD,Billed
4500001455,2025-10-05,OR,2000,10,01,0000100172,531.83,USD,Billed
4500001456,2025-01-10,OR,1000,10,00,0000100005,1111.04,USD,Billed
4500001457,2026-07-26,ZOR,1000,12,00,0000100024,5631.93,USD,Billed
4500001458,2025-03-28,OR,1000,20,01,0000100167,1794.09,USD,Billed
4500001459,2026-01-28,OR,1000,12,00,0000100148,4631.46,USD,Billed
4500001460,2025-01-15,OR,1000,10,02,0000100046,6522.21,USD,Billed
4500001461,2026-01-15,OR,2000,20,01,0000100178,179.34,USD,Billed
4500001462,2025-04-17,ZOR,2000,20,00,0000100059,1208.68,USD,Billed
4500001463,2025-05-25,OR,2000,20,00,0000100100,3919.86,USD,Billed
4500001464,2025-01-21,ZOR,3000,12,02,0000100072,1299.86,USD,Billed
4500001465,2026-08-30,OR,3000,10,00,0000100185,2722.96,USD,Billed
4500001466,2026-08-10,OR,2000,10,01,0000100043,3417.1,USD,Billed
4500001467,2025-02-14,OR,3000,12,01,0000100073,461.51,USD,Billed
4500001468,2025-09-20,RE,3000,20,01,0000100069,4523.55,USD,Billed
4500001469,2025-07-07,ZOR,3000,20,00,0000100157,14484.09,USD,Billed
4500001470,2024-09-20,OR,3000,10,01,0000100182,2547.39,USD,Billed
4500001471,2026-08-21,OR,2000,20,00,0000100153,19.26,USD,Billed
4500001472,2026-04-19,RE,3000,12,02,0000100004,1268.13,USD,Billed
4500001473,2024-11-03,OR,1000,20,00,0000100012,434.7,USD,Billed
4500001474,2025-11-13,OR,3000,12,00,0000100040,585.9,USD,Billed
4500001475,2024-09-20,OR,3000,10,01,0000100052,2131.98,USD,Billed
4500001476,2025-06-02,ZOR,1000,12,01,0000100062,1136.31,USD,Billed
4500001477,2025-03-02,ZOR,2000,20,01,0000100072,1851.32,USD,Billed
4500001478,2025-01-10,OR,3000,20,01,0000100117,238.92,USD,Billed
4500001479,2025-01-21,OR,3000,12,00,0000100030,2872.92,USD,Billed
4500001480,2026-09-04,ZOR,1000,10,02,0000100147,1668.66,USD,Billed
4500001481,2026-03-11,OR,2000,10,00,0000100070,1503.15,USD,Billed
4500001482,2026-07-29,OR,2000,20,00,0000100182,1994.02,USD,Billed
4500001483,2025-01-05,OR,3000,10,02,0000100097,3966.16,USD,Billed
4500001484,2025-06-22,OR,2000,10,00,0000100166,3389.53,USD,Billed
4500001485,2025-01-15,OR,1000,20,00,0000100010,4413.74,USD,Billed
4500001486,2025-09-07,OR,1000,10,01,0000100036,1304.3,USD,Billed
4500001487,2025-06-17,OR,2000,10,02,0000100020,603.5,USD,Billed
4500001488,2025-01-10,OR,2000,10,00,0000100103,2572.79,USD,Billed
4500001489,2025-11-17,OR,3000,10,00,0000100066,784.08,USD,Billed
4500001490,2024-11-19,CS,1000,12,02,0000100013,1096.68,USD,Billed
4500001491,2025-05-16,OR,2000,10,00,0000100182,636.6,USD,Billed
4500001492,2025-09-29,OR,3000,10,00,0000100151,1542.94,USD,Billed
4500001493,2025-06-13,OR,1000,20,00,0000100164,4055.84,USD,Billed
4500001494,2025-01-20,OR,2000,12,02,0000100029,269.78,USD,Billed
4500001495,2025-10-26,OR,2000,12,01,0000100161,2700.54,USD,Billed
4500001496,2026-07-08,OR,1000,10,01,0000100082,1225.36,USD,Billed
4500001497,2026-05-10,RE,2000,20,00,0000100150,2361.29,USD,Billed
4500001498,2026-02-14,OR,3000,10,01,0000100081,1088.69,USD,Billed
4500001499,2026-03-13,CS,3000,10,02,0000100034,4100.1,USD,Billed
