VBELN,POSNR,MATNR,WERKS,KWMENG,NETPR,NETWR
4500000893,30,0000900098,1010,24,20.31,487.44
4500000893,40,0000900079,1010,22,45.0,990.0
4500000894,10,0000900094,2010,46,6.68,307.28
4500000895,10,0000900207,1010,37,14.2,525.4
4500000895,20,0000900019,1010,14,51.84,725.76
4500000895,30,0000900189,1020,1,28.44,28.44
4500000895,40,0000900090,2000,43,20.38,876.34
4500000896,10,0000900091,2000,31,133.51,4138.81
4500000896,20,0000900159,1010,35,5.65,197.75
4500000896,30,0000900260,1000,19,18.36,348.84
4500000897,10,0000900017,1020,10,21.36,213.6
4500000897,20,0000900202,2010,13,16.08,209.04
4500000897,30,0000900147,2010,9,14.76,132.84
4500000897,40,0000900013,2000,22,34.67,762.74
4500000898,10,0000900167,2000,26,5.36,139.36
4500000899,10,0000900005,1020,31,82.69,2563.39
4500000899,20,0000900192,1000,18,9.39,169.02
4500000899,30,0000900205,1020,40,29.19,1167.6
4500000900,10,0000900007,1020,10,166.84,1668.4
4500000900,20,0000900063,1010,9,27.74,249.66
4500000900,30,0000900174,2000,36,10.11,363.96
4500000900,40,0000900054,1010,16,3.56,56.96
4500000901,10,0000900204,1010,18,77.75,1399.5
4500000901,20,0000900090,2000,12,22.74,272.88
4500000902,10,0000900149,2000,49,12.11,593.39
4500000902,20,0000900125,2000,3,5.71,17.13
4500000903,10,0000900265,2000,24,59.66,1431.84
4500000904,10,0000900116,1010,31,33.81,1048.11
4500000904,20,0000900133,2010,2,45.68,91.36
4500000904,30,0000900066,1010,23,11.12,255.76
4500000904,40,0000900226,1000,28,18.95,530.6
4500000905,10,0000900269,2000,49,48.85,2393.65
4500000905,20,0000900010,1010,22,3.52,77.44
4500000905,30,0000900015,1020,41,158.55,6500.55
4500000906,10,0000900043,2000,2,108.01,216.02
4500000906,20,0000900001,1000,17,44.47,755.99
4500000907,10,0000900228,2000,11,7.13,78.43
4500000907,20,0000900176,2010,32,38.81,1241.92
4500000908,10,0000900124,1000,3,69.24,207.72
4500000908,20,0000900233,1000,17,8.54,145.18
4500000908,30,0000900002,2010,14,5.48,76.72
4500000909,10,0000900005,1020,6,83.65,501.9
4500000909,20,0000900119,2010,17,41.53,706.01
4500000910,10,0000900025,2010,2,90.51,181.02
4500000910,20,0000900279,2000,17,9.11,154.87
4500000910,30,0000900139,2010,18,298.85,5379.3
4500000910,40,0000900024,1020,4,19.51,78.04
4500000911,10,0000900238,1020,15,6.69,100.35
4500000911,20,0000900255,1000,35,102.08,3572.8
4500000911,30,0000900096,2000,1,13.49,13.49
4500000912,10,0000900238,1020,42,6.62,278.04
4500000912,20,0000900287,1000,9,5.27,47.43
4500000912,30,0000900273,2010,18,27.06,487.08
4500000913,10,0000900179,2010,14,56.06,784.84
4500000913,20,0000900052,1000,49,13.44,658.56
4500000913,30,0000900064,2000,15,6.62,99.3
4500000913,40,0000900265,2000,47,56.82,2670.54
4500000914,10,0000900188,2000,10,22.52,225.2
4500000914,20,0000900252,1000,42,25.52,1071.84
4500000914,30,0000900249,1020,1,5.54,5.54
4500000914,40,0000900277,2000,34,23.29,791.86
4500000915,10,0000900120,1000,19,8.36,158.84
4500000915,20,0000900278,2010,41,14.78,605.98
4500000915,30,0000900220,2010,27,57.6,1555.2
4500000915,40,0000900221,2010,5,66.26,331.3
4500000916,10,0000900248,2010,11,23.34,256.74
4500000916,20,0000900251,1010,23,25.27,581.21
4500000917,10,0000900124,1000,27,66.3,1790.1
4500000917,20,0000900032,2010,19,35.32,671.08
4500000917,30,0000900170,1010,26,6.17,160.42
4500000918,10,0000900052,1000,45,12.74,573.3
4500000918,20,0000900100,1020,32,132.33,4234.56
4500000918,30,0000900184,2000,7,20.65,144.55
4500000918,40,0000900124,1000,4,76.19,304.76
4500000919,10,0000900240,2000,26,24.15,627.9
4500000919,20,0000900241,2010,10,128.14,1281.4
4500000920,10,0000900066,1010,47,11.04,518.88
4500000920,20,0000900105,1020,13,23.69,307.97
4500000920,30,0000900084,1000,19,9.72,184.68
4500000920,40,0000900088,2000,14,51.1,715.4
4500000921,10,0000900255,1000,18,104.13,1874.34
4500000921,20,0000900257,2000,13,73.6,956.8
4500000922,10,0000900228,2000,27,7.59,204.93
4500000923,10,0000900073,1000,4,21.15,84.6
4500000923,20,0000900129,2000,22,283.44,6235.68
4500000923,30,0000900174,2000,22,10.89,239.58
4500000923,40,0000900271,1020,25,25.94,648.5
4500000924,10,0000900213,1010,41,6.63,271.83
4500000925,10,0000900165,1000,6,30.99,185.94
4500000925,20,0000900002,2010,8,5.74,45.92
4500000925,30,0000900146,1010,26,73.42,1908.92
4500000925,40,0000900195,1000,36,8.4,302.4
4500000926,10,0000900028,1010,32,7.94,254.08
4500000927,10,0000900171,2010,15,4.38,65.7
4500000927,20,0000900224,1010,49,1.16,56.84
4500000927,30,0000900238,1020,6,6.74,40.44
4500000928,10,0000900081,1000,33,24.88,821.04
4500000929,10,0000900037,1000,41,9.11,373.51
4500000929,20,0000900155,2000,27,89.73,2422.71
4500000930,10,0000900174,2000,25,10.69,267.25
4500000930,20,0000900090,2000,46,22.86,1051.56
4500000930,30,0000900218,2010,7,49.44,346.08
4500000930,40,0000900055,2010,17,5.91,100.47
4500000931,10,0000900214,2000,35,153.13,5359.55
4500000931,20,0000900064,2000,41,6.29,257.89
4500000931,30,0000900117,1010,1,12.16,12.16
4500000932,10,0000900043,2000,43,111.52,4795.36
4500000933,10,0000900074,2000,20,9.72,194.4
4500000933,20,0000900181,2000,6,24.37,146.22
4500000933,30,0000900217,1010,42,13.63,572.46
4500000934,10,0000900127,1000,40,177.7,7108.0
4500000934,20,0000900272,1010,34,11.99,407.66
4500000935,10,0000900281,1000,11,12.25,134.75
4500000935,20,0000900238,1020,48,7.48,359.04
4500000935,30,0000900244,1020,49,71.83,3519.67
4500000935,40,0000900230,1010,24,1.69,40.56
4500000936,10,0000900286,1020,8,1.78,14.24
4500000936,20,0000900235,1000,47,84.4,3966.8
4500000936,30,0000900147,2010,18,13.47,242.46
4500000937,10,0000900200,2010,17,10.16,172.72
4500000938,10,0000900259,1020,2,6.03,12.06
4500000938,20,0000900132,2010,24,19.81,475.44
4500000938,30,0000900022,1010,14,3.47,48.58
4500000939,10,0000900054,1010,28,3.32,92.96
4500000939,20,0000900068,1010,11,85.19,937.09
4500000939,30,0000900208,2000,41,20.22,829.02
4500000940,10,0000900187,1000,24,70.2,1684.8
4500000940,20,0000900000,1000,41,7.57,310.37
4500000941,10,0000900169,2010,37,25.36,938.32
4500000941,20,0000900015,1020,6,167.98,1007.88
4500000941,30,0000900126,1020,28,2.48,69.44
4500000941,40,0000900054,1010,36,3.38,121.68
4500000942,10,0000900273,2010,18,29.03,522.54
4500000942,20,0000900036,2000,31,20.3,629.3
4500000943,10,0000900250,2010,10,43.22,432.2
4500000943,20,0000900238,1020,14,7.64,106.96
4500000943,30,0000900218,2010,19,47.63,904.97
4500000943,40,0000900192,1000,5,9.73,48.65
4500000944,10,0000900018,1010,34,31.7,1077.8
4500000944,20,0000900008,1010,28,14.53,406.84
4500000944,30,0000900260,1000,13,16.07,208.91
4500000944,40,0000900179,2010,40,59.16,2366.4
4500000945,10,0000900245,2000,38,40.24,1529.12
4500000945,20,0000900003,1000,2,3.01,6.02
4500000945,30,0000900294,1000,9,18.13,163.17
4500000946,10,0000900151,1000,16,62.1,993.6
4500000946,20,0000900219,1020,36,54.74,1970.64
4500000947,10,0000900244,1020,48,73.94,3549.12
4500000947,20,0000900061,1010,12,30.77,369.24
4500000948,10,0000900190,2010,42,12.57,527.94
4500000948,20,0000900056,1020,25,27.49,687.25
4500000948,30,0000900105,1020,48,23.28,1117.44
4500000949,10,0000900078,1000,6,5.22,31.32
4500000949,20,0000900239,2000,32,49.63,1588.16
4500000949,30,0000900234,1010,36,4.0,144.0
4500000950,10,0000900157,2000,6,90.08,540.48
4500000951,10,0000900297,1020,20,3.84,76.8
4500000951,20,0000900000,1000,19,7.7,146.3
4500000952,10,0000900000,1000,46,8.36,384.56
4500000952,20,0000900187,1000,4,72.88,291.52
4500000953,10,0000900256,2000,20,13.08,261.6
4500000953,20,0000900045,1000,40,10.77,430.8
4500000953,30,0000900158,1020,17,9.71,165.07
4500000954,10,0000900267,1000,43,16.2,696.6
4500000954,20,0000900111,1020,17,27.14,461.38
4500000954,30,0000900159,1010,24,5.95,142.8
4500000954,40,0000900145,1020,38,5.13,194.94
4500000955,10,0000900181,2000,6,24.7,148.2
4500000955,20,0000900052,1000,47,12.8,601.6
4500000955,30,0000900287,1000,39,5.03,196.17
4500000956,10,0000900257,2000,15,68.98,1034.7
4500000956,20,0000900246,1010,25,86.65,2166.25
4500000956,30,0000900266,1000,19,100.56,1910.64
4500000957,10,0000900184,2000,6,21.31,127.86
4500000958,10,0000900058,1000,20,16.08,321.6
4500000959,10,0000900078,1000,5,4.9,24.5
4500000959,20,0000900170,1010,24,5.95,142.8
4500000959,30,0000900263,1000,23,12.28,282.44
4500000959,40,0000900236,1000,11,41.48,456.28
4500000960,10,0000900144,1000,39,13.92,542.88
4500000960,20,0000900067,1020,12,24.59,295.08
4500000961,10,0000900143,1020,37,31.97,1182.89
4500000962,10,0000900218,2010,37,49.59,1834.83
4500000962,20,0000900259,1020,17,6.31,107.27
4500000962,30,0000900232,1010,33,65.3,2154.9
4500000962,40,0000900039,1000,45,504.36,22696.2
4500000963,10,0000900278,2010,16,15.25,244.0
4500000963,20,0000900078,1000,5,4.81,24.05
4500000963,30,0000900065,1000,14,16.06,224.84
4500000964,10,0000900233,1000,3,8.84,26.52
4500000964,20,0000900023,2000,36,6.16,221.76
4500000964,30,0000900112,1010,21,27.55,578.55
4500000964,40,0000900190,2010,9,12.54,112.86
4500000965,10,0000900193,2010,14,9.07,126.98
4500000965,20,0000900073,1000,46,23.19,1066.74
4500000965,30,0000900178,1000,31,177.46,5501.26
4500000965,40,0000900111,1020,34,24.24,824.16
4500000966,10,0000900042,2000,31,13.18,408.58
4500000967,10,0000900254,2000,15,27.34,410.1
4500000967,20,0000900199,2000,9,33.99,305.91
4500000967,30,0000900197,2010,3,7.24,21.72
4500000967,40,0000900086,1020,37,14.36,531.32
4500000968,10,0000900048,1010,3,94.39,283.17
4500000969,10,0000900184,2000,2,19.47,38.94
4500000969,20,0000900253,1020,37,18.59,687.83
4500000970,10,0000900185,1020,34,15.72,534.48
4500000970,20,0000900116,1010,41,33.64,1379.24
4500000970,30,0000900276,1010,13,14.63,190.19
4500000971,10,0000900292,1000,12,13.96,167.52
4500000971,20,0000900047,2000,24,63.52,1524.48
4500000972,10,0000900118,1000,25,36.28,907.0
4500000972,20,0000900103,2000,3,18.87,56.61
4500000972,30,0000900096,2000,39,15.24,594.36
4500000972,40,0000900183,1000,5,42.23,211.15
4500000973,10,0000900298,2000,12,6.48,77.76
4500000973,20,0000900285,1020,11,1.3,14.3
4500000973,30,0000900187,1000,43,66.39,2854.77
4500000973,40,0000900214,2000,18,151.69,2730.42
4500000974,10,0000900247,1020,19,47.21,896.99
4500000974,20,0000900148,2000,38,6.81,258.78
4500000975,10,0000900153,1010,47,3.58,168.26
4500000976,10,0000900120,1000,10,8.68,86.8
4500000976,20,0000900235,1000,36,90.71,3265.56
4500000977,10,0000900072,2000,38,48.06,1826.28
4500000978,10,0000900049,1010,18,134.74,2425.32
4500000978,20,0000900086,1020,48,14.14,678.72
4500000979,10,0000900285,1020,21,1.38,28.98
4500000980,10,0000900287,1000,11,4.88,53.68
4500000980,20,0000900283,1000,7,15.54,108.78
4500000981,10,0000900168,2000,40,41.73,1669.2
4500000982,10,0000900147,2010,47,14.57,684.79
4500000983,10,0000900205,1020,31,29.23,906.13
4500000983,20,0000900241,2010,38,118.59,4506.42
4500000984,10,0000900261,1020,11,11.55,127.05
4500000984,20,0000900209,1000,26,25.84,671.84
4500000984,30,0000900246,1010,5,96.16,480.8
4500000984,40,0000900157,2000,4,96.64,386.56
4500000985,10,0000900088,2000,6,51.55,309.3
4500000986,10,0000900236,1000,21,40.54,851.34
4500000986,20,0000900283,1000,27,15.67,423.09
4500000986,30,0000900246,1010,10,90.8,908.0
4500000986,40,0000900116,1010,24,32.88,789.12
4500000987,10,0000900210,1010,22,21.01,462.22
4500000987,20,0000900008,1010,23,14.37,330.51
4500000988,10,0000900032,2010,21,37.5,787.5
4500000988,20,0000900070,1010,49,46.5,2278.5
4500000988,30,0000900179,2010,42,63.29,2658.18
4500000989,10,0000900246,1010,47,84.71,3981.37
4500000989,20,0000900185,1020,14,16.56,231.84
4500000990,10,0000900035,2010,19,16.88,320.72
4500000990,20,0000900156,1010,2,24.54,49.08
4500000991,10,0000900143,1020,29,35.12,1018.48
4500000991,20,0000900281,1000,40,11.59,463.6
4500000991,30,0000900180,2010,36,8.29,298.44
4500000991,40,0000900272,1010,37,12.88,476.56
4500000992,10,0000900075,1000,29,48.86,1416.94
4500000992,20,0000900130,1020,20,142.36,2847.2
4500000992,30,0000900148,2000,10,6.92,69.2
4500000992,40,0000900061,1010,16,28.89,462.24
4500000993,10,0000900049,1010,29,137.97,4001.13
4500000993,20,0000900270,1000,7,8.96,62.72
4500000993,30,0000900095,1000,46,48.32,2222.72
4500000993,40,0000900291,2000,36,21.08,758.88
4500000994,10,0000900203,1020,38,8.15,309.7
4500000994,20,0000900107,1000,21,2.97,62.37
4500000994,30,0000900200,2010,27,9.37,252.99
4500000995,10,0000900298,2000,1,7.32,7.32
4500000996,10,0000900291,2000,36,19.05,685.8
4500000996,20,0000900261,1020,42,11.14,467.88
4500000997,10,0000900126,1020,31,2.47,76.57
4500000997,20,0000900053,1000,8,15.09,120.72
4500000997,30,0000900069,1020,38,13.83,525.54
4500000997,40,0000900266,1000,12,110.24,1322.88
4500000998,10,0000900018,1010,17,34.17,580.89
4500000998,20,0000900070,1010,25,52.66,1316.5
4500000998,30,0000900227,2000,15,7.99,119.85
4500000998,40,0000900199,2000,28,34.26,959.28
4500000999,10,0000900050,1020,36,121.02,4356.72
4500000999,20,0000900042,2000,26,13.78,358.28
4500001000,10,0000900186,2010,14,20.63,288.82
4500001000,20,0000900104,2010,27,34.51,931.77
4500001000,30,0000900059,2000,29,42.68,1237.72
4500001001,10,0000900093,2010,15,13.47,202.05
4500001001,20,0000900292,1000,34,14.86,505.24
4500001001,30,0000900199,2000,36,32.0,1152.0
4500001001,40,0000900055,2010,25,5.88,147.0
4500001002,10,0000900014,2000,45,2.55,114.75
4500001002,20,0000900086,1020,33,14.86,490.38
4500001002,30,0000900177,1020,32,2.16,69.12
4500001003,10,0000900221,2010,31,68.66,2128.46
4500001003,20,0000900298,2000,11,6.99,76.89
4500001004,10,0000900171,2010,40,4.07,162.8
4500001005,10,0000900123,1020,2,67.45,134.9
4500001006,10,0000900110,1000,14,14.73,206.22
4500001007,10,0000900299,1010,34,28.29,961.86
4500001007,20,0000900150,1010,17,35.27,599.59
4500001008,10,0000900081,1000,6,22.14,132.84
4500001008,20,0000900074,2000,26,9.65,250.9
4500001008,30,0000900254,2000,24,30.66,735.84
4500001008,40,0000900279,2000,8,9.37,74.96
4500001009,10,0000900260,1000,25,16.95,423.75
4500001009,20,0000900237,1000,16,52.11,833.76
4500001010,10,0000900297,1020,10,3.8,38.0
4500001010,20,0000900124,1000,43,71.95,3093.85
4500001010,30,0000900243,1010,47,37.17,1746.99
4500001010,40,0000900081,1000,33,23.81,785.73
4500001011,10,0000900289,2010,35,74.65,2612.75
4500001012,10,0000900210,1010,18,20.67,372.06
4500001013,10,0000900282,1020,22,27.6,607.2
4500001014,10,0000900011,2010,20,9.04,180.8
4500001014,20,0000900005,1020,4,77.8,311.2
4500001014,30,0000900068,1010,42,89.29,3750.18
4500001014,40,0000900130,1020,6,145.85,875.1
4500001015,10,0000900157,2000,4,96.72,386.88
4500001015,20,0000900047,2000,46,62.95,2895.7
4500001016,10,0000900081,1000,29,23.82,690.78
4500001016,20,0000900172,2000,20,6.01,120.2
4500001016,30,0000900210,1010,24,21.27,510.48
4500001017,10,0000900188,2000,38,22.13,840.94
4500001017,20,0000900252,1000,11,25.76,283.36
4500001018,10,0000900140,1020,24,4.47,107.28
4500001018,20,0000900236,1000,47,38.52,1810.44
4500001018,30,0000900177,1020,5,2.1,10.5
4500001018,40,0000900290,2000,34,62.74,2133.16
4500001019,10,0000900142,1000,38,6.48,246.24
4500001020,10,0000900094,2010,34,6.61,224.74
4500001020,20,0000900136,1010,45,11.77,529.65
4500001021,10,0000900104,2010,5,36.98,184.9
4500001021,20,0000900209,1000,1,26.18,26.18
4500001022,10,0000900256,2000,29,13.81,400.49
4500001022,20,0000900108,2000,32,112.29,3593.28
4500001022,30,0000900028,1010,49,7.35,360.15
4500001022,40,0000900089,2000,40,35.63,1425.2
4500001023,10,0000900241,2010,28,119.42,3343.76
4500001023,20,0000900079,1010,5,49.39,246.95
4500001023,30,0000900123,1020,24,68.54,1644.96
4500001023,40,0000900136,1010,13,12.92,167.96
4500001024,10,0000900069,1020,40,14.11,564.4
4500001024,20,0000900201,1020,2,64.26,128.52
4500001024,30,0000900299,1010,8,26.09,208.72
4500001024,40,0000900077,1020,3,39.39,118.17
4500001025,10,0000900074,2000,30,10.86,325.8
4500001026,10,0000900042,2000,44,13.53,595.32
4500001026,20,0000900125,2000,18,5.73,103.14
4500001026,30,0000900138,1010,44,33.75,1485.0
4500001027,10,0000900253,1020,44,18.29,804.76
4500001028,10,0000900258,1000,34,42.18,1434.12
4500001029,10,0000900195,1000,3,7.46,22.38
4500001029,20,0000900229,1010,45,2.76,124.2
4500001030,10,0000900093,2010,13,13.87,180.31
4500001031,10,0000900114,2000,2,4.54,9.08
4500001031,20,0000900120,1000,45,7.7,346.5
4500001031,30,0000900035,2010,21,15.42,323.82
4500001031,40,0000900235,1000,4,93.25,373.0
4500001032,10,0000900163,1020,24,34.73,833.52
4500001032,20,0000900295,1010,45,8.66,389.7
4500001032,30,0000900088,2000,42,50.05,2102.1
4500001032,40,0000900151,1000,29,63.89,1852.81
4500001033,10,0000900165,1000,13,28.14,365.82
4500001033,20,0000900039,1000,34,468.23,15919.82
4500001034,10,0000900126,1020,30,2.34,70.2
4500001035,10,0000900220,2010,10,62.3,623.0
4500001035,20,0000900068,1010,22,82.72,1819.84
4500001035,30,0000900100,1020,2,115.76,231.52
4500001035,40,0000900209,1000,7,23.69,165.83
4500001036,10,0000900128,1010,48,1.62,77.76
4500001036,20,0000900153,1010,38,3.24,123.12
4500001036,30,0000900237,1000,10,51.77,517.7
4500001037,10,0000900065,1000,12,15.17,182.04
4500001037,20,0000900256,2000,8,13.13,105.04
4500001038,10,0000900214,2000,29,158.18,4587.22
4500001038,20,0000900266,1000,45,97.34,4380.3
4500001039,10,0000900060,1010,22,21.22,466.84
4500001039,20,0000900048,1010,25,91.1,2277.5
4500001039,30,0000900032,2010,22,38.66,850.52
4500001039,40,0000900057,2010,10,76.53,765.3
4500001040,10,0000900099,1010,29,174.97,5074.13
4500001040,20,0000900031,1000,15,90.61,1359.15
4500001040,30,0000900034,1000,32,26.9,860.8
4500001040,40,0000900136,1010,48,11.78,565.44
4500001041,10,0000900246,1010,43,90.73,3901.39
4500001041,20,0000900174,2000,39,10.43,406.77
4500001041,30,0000900248,2010,16,26.69,427.04
4500001042,10,0000900077,1020,7,41.39,289.73
4500001042,20,0000900215,2010,12,65.16,781.92
4500001043,10,0000900065,1000,36,16.89,608.04
4500001043,20,0000900143,1020,42,35.48,1490.16
4500001044,10,0000900017,1020,3,21.21,63.63
4500001044,20,0000900132,2010,26,21.08,548.08
4500001044,30,0000900243,1010,2,39.72,79.44
4500001045,10,0000900293,1000,8,28.79,230.32
4500001046,10,0000900289,2010,17,71.41,1213.97
4500001046,20,0000900272,1010,18,11.65,209.7
4500001046,30,0000900065,1000,23,16.17,371.91
4500001046,40,0000900085,1010,5,24.7,123.5
4500001047,10,0000900194,1020,37,21.69,802.53
4500001047,20,0000900091,2000,13,134.61,1749.93
4500001047,30,0000900116,1010,7,31.18,218.26
4500001048,10,0000900002,2010,30,5.65,169.5
4500001049,10,0000900018,1010,17,33.84,575.28
4500001050,10,0000900211,1020,22,93.13,2048.86
4500001050,20,0000900293,1000,43,29.93,1286.99
4500001050,30,0000900033,1000,4,49.38,197.52
4500001050,40,0000900262,2010,19,8.59,163.21
4500001051,10,0000900134,1000,13,71.34,927.42
4500001052,10,0000900108,2000,33,106.85,3526.05
4500001052,20,0000900120,1000,43,7.7,331.1
4500001052,30,0000900038,1020,29,9.06,262.74
4500001053,10,0000900039,1000,10,537.29,5372.9
4500001054,10,0000900016,1010,37,16.2,599.4
4500001054,20,0000900176,2010,47,39.81,1871.07
4500001055,10,0000900038,1020,48,9.49,455.52
4500001055,20,0000900149,2000,20,11.83,236.6
4500001055,30,0000900187,1000,40,72.87,2914.8
4500001056,10,0000900204,1010,40,71.9,2876.0
4500001057,10,0000900065,1000,14,16.99,237.86
4500001057,20,0000900197,2010,32,7.16,229.12
4500001058,10,0000900217,1010,41,15.02,615.82
4500001058,20,0000900252,1000,23,24.08,553.84
4500001058,30,0000900206,1010,8,103.82,830.56
4500001058,40,0000900183,1000,16,44.26,708.16
4500001059,10,0000900280,2000,6,56.46,338.76
4500001060,10,0000900138,1010,10,30.99,309.9
4500001060,20,0000900136,1010,11,12.04,132.44
4500001060,30,0000900176,2010,9,39.3,353.7
4500001060,40,0000900167,2000,20,6.1,122.0
4500001061,10,0000900044,2000,14,16.48,230.72
4500001061,20,0000900113,1010,32,2.73,87.36
4500001062,10,0000900028,1010,2,8.18,16.36
4500001063,10,0000900170,1010,2,6.24,12.48
4500001063,20,0000900196,2000,36,229.36,8256.96
4500001063,30,0000900095,1000,19,47.17,896.23
4500001064,10,0000900025,2010,35,87.53,3063.55
4500001064,20,0000900113,1010,36,2.83,101.88
4500001064,30,0000900054,1010,28,3.54,99.12
4500001064,40,0000900234,1010,42,4.34,182.28
4500001065,10,0000900067,1020,20,22.7,454.0
4500001065,20,0000900034,1000,2,29.02,58.04
4500001065,30,0000900025,2010,45,85.51,3847.95
4500001065,40,0000900210,1010,37,22.17,820.29
4500001066,10,0000900241,2010,10,127.45,1274.5
4500001066,20,0000900297,1020,17,3.48,59.16
4500001066,30,0000900085,1010,19,25.16,478.04
4500001067,10,0000900254,2000,48,29.78,1429.44
4500001067,20,0000900145,1020,49,5.6,274.4
4500001067,30,0000900206,1010,31,107.9,3344.9
4500001067,40,0000900117,1010,38,12.12,460.56
4500001068,10,0000900133,2010,32,45.6,1459.2
4500001069,10,0000900272,1010,20,12.84,256.8
4500001069,20,0000900072,2000,35,48.12,1684.2
4500001070,10,0000900188,2000,41,22.09,905.69
4500001070,20,0000900127,1000,39,160.64,6264.96
4500001071,10,0000900006,2000,3,7.49,22.47
4500001071,20,0000900160,2000,37,25.78,953.86
4500001071,30,0000900097,1020,24,136.13,3267.12
4500001071,40,0000900273,2010,32,30.08,962.56
4500001072,10,0000900062,2000,47,26.29,1235.63
4500001072,20,0000900124,1000,15,67.25,1008.75
4500001073,10,0000900070,1010,27,51.46,1389.42
4500001073,20,0000900260,1000,8,17.02,136.16
4500001073,30,0000900197,2010,1,7.41,7.41
4500001074,10,0000900298,2000,36,7.05,253.8
4500001075,10,0000900010,1010,39,4.01,156.39
4500001075,20,0000900279,2000,24,9.26,222.24
4500001075,30,0000900102,2000,42,36.23,1521.66
4500001076,10,0000900109,2000,48,4.38,210.24
4500001076,20,0000900144,1000,41,13.05,535.05
4500001077,10,0000900178,1000,12,177.28,2127.36
4500001078,10,0000900012,1010,38,46.97,1784.86
4500001078,20,0000900039,1000,13,521.66,6781.58
4500001078,30,0000900112,1010,21,26.75,561.75
4500001079,10,0000900102,2000,32,33.15,1060.8
4500001080,10,0000900139,2010,11,298.43,3282.73
4500001081,10,0000900137,1000,20,32.58,651.6
4500001081,20,0000900242,1010,23,142.01,3266.23
4500001081,30,0000900227,2000,26,8.06,209.56
4500001081,40,0000900099,1010,6,170.31,1021.86
4500001082,10,0000900059,2000,2,46.75,93.5
4500001082,20,0000900224,1010,41,1.25,51.25
4500001082,30,0000900216,2010,16,43.1,689.6
4500001083,10,0000900166,1000,33,25.71,848.43
4500001083,20,0000900298,2000,40,7.18,287.2
4500001083,30,0000900034,1000,24,29.56,709.44
4500001083,40,0000900087,1000,8,13.9,111.2
4500001084,10,0000900267,1000,12,17.21,206.52
4500001084,20,0000900023,2000,44,6.21,273.24
4500001084,30,0000900168,2000,9,44.7,402.3
4500001085,10,0000900097,1020,17,142.7,2425.9
4500001086,10,0000900258,1000,48,37.41,1795.68
4500001086,20,0000900279,2000,30,9.55,286.5
4500001086,30,0000900252,1000,43,25.25,1085.75
4500001087,10,0000900080,1010,9,18.78,169.02
4500001087,20,0000900159,1010,3,5.91,17.73
4500001088,10,0000900248,2010,5,24.31,121.55
4500001089,10,0000900277,2000,23,24.19,556.37
4500001090,10,0000900219,1020,37,52.43,1939.91
4500001090,20,0000900086,1020,29,13.97,405.13
4500001091,10,0000900099,1010,27,170.99,4616.73
4500001091,20,0000900041,1020,7,170.84,1195.88
4500001091,30,0000900257,2000,29,67.84,1967.36
4500001092,10,0000900028,1010,33,8.04,265.32
4500001092,20,0000900169,2010,38,27.58,1048.04
4500001093,10,0000900287,1000,45,5.32,239.4
4500001093,20,0000900014,2000,23,2.55,58.65
4500001093,30,0000900296,1010,21,85.48,1795.08
4500001094,10,0000900249,1020,6,5.6,33.6
4500001094,20,0000900270,1000,22,8.86,194.92
4500001094,30,0000900258,1000,32,38.68,1237.76
4500001095,10,0000900143,1020,13,34.97,454.61
4500001095,20,0000900026,1000,33,6.81,224.73
4500001095,30,0000900271,1020,20,27.17,543.4
4500001095,40,0000900123,1020,23,70.8,1628.4
4500001096,10,0000900207,1010,46,16.55,761.3
4500001097,10,0000900230,1010,38,1.74,66.12
4500001098,10,0000900017,1020,36,23.87,859.32
4500001098,20,0000900019,1010,22,46.13,1014.86
4500001098,30,0000900113,1010,43,2.56,110.08
4500001098,40,0000900058,1000,23,17.12,393.76
4500001099,10,0000900115,2000,9,42.71,384.39
4500001100,10,0000900090,2000,33,23.11,762.63
4500001100,20,0000900111,1020,39,26.17,1020.63
4500001100,30,0000900049,1010,14,142.93,2001.02
4500001101,10,0000900191,2000,38,84.06,3194.28
4500001101,20,0000900269,2000,21,48.15,1011.15
4500001102,10,0000900124,1000,2,75.8,151.6
4500001102,20,0000900026,1000,32,5.92,189.44
4500001102,30,0000900293,1000,27,28.06,757.62
4500001103,10,0000900090,2000,27,21.75,587.25
4500001103,20,0000900061,1010,26,26.94,700.44
4500001104,10,0000900034,1000,49,30.88,1513.12
4500001104,20,0000900076,1020,29,48.33,1401.57
4500001104,30,0000900299,1010,44,29.02,1276.88
4500001105,10,0000900086,1020,43,14.91,641.13
4500001105,20,0000900049,1010,14,145.3,2034.2
4500001105,30,0000900190,2010,18,12.44,223.92
4500001106,10,0000900140,1020,2,4.16,8.32
4500001106,20,0000900181,2000,23,22.57,519.11
4500001106,30,0000900272,1010,15,11.0,165.0
4500001106,40,0000900230,1010,24,1.63,39.12
4500001107,10,0000900289,2010,41,68.05,2790.05
4500001108,10,0000900217,1010,21,13.37,280.77
4500001108,20,0000900006,2000,26,7.64,198.64
4500001108,30,0000900074,2000,8,10.58,84.64
4500001109,10,0000900207,1010,42,14.32,601.44
4500001110,10,0000900164,1000,38,25.07,952.66
4500001110,20,0000900066,1010,13,11.35,147.55
4500001110,30,0000900148,2000,28,7.21,201.88
4500001110,40,0000900014,2000,39,2.61,101.79
4500001111,10,0000900270,1000,49,9.43,462.07
4500001112,10,0000900206,1010,38,94.92,3606.96
4500001112,20,0000900254,2000,36,27.79,1000.44
4500001112,30,0000900153,1010,42,3.64,152.88
